Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.3000       -30034.193   -30041.625        7.432   299.5
5.3025       -30034.190   -30041.270        7.079   285.3
5.3050       -30034.191   -30041.414        7.223   291.1
5.3075       -30034.191   -30041.703        7.512   302.7
5.3100       -30034.192   -30041.387        7.195   289.9
5.3125       -30034.194   -30041.420        7.226   291.2
5.3150       -30034.186   -30041.178        6.992   281.7
5.3175       -30034.190   -30041.680        7.489   301.8
5.3200       -30034.187   -30041.100        6.913   278.5
5.3225       -30034.190   -30041.545        7.355   296.4
5.3250       -30034.187   -30041.742        7.555   304.4
5.3275       -30034.189   -30041.996        7.807   314.6
5.3300       -30034.190   -30042.068        7.878   317.4
5.3325       -30034.191   -30041.594        7.403   298.3
5.3350       -30034.195   -30042.271        8.077   325.4
5.3375       -30034.194   -30041.592        7.398   298.1
5.3400       -30034.197   -30041.604        7.406   298.4
5.3425       -30034.191   -30041.191        7.001   282.1
5.3450       -30034.191   -30041.553        7.362   296.6
5.3475       -30034.194   -30041.854        7.659   308.6
5.3500       -30034.189   -30041.234        7.046   283.9
5.3525       -30034.196   -30041.822        7.626   307.3
5.3550       -30034.190   -30041.410        7.220   290.9
5.3575       -30034.197   -30042.178        7.981   321.6
5.3600       -30034.192   -30041.402        7.210   290.5
5.3625       -30034.195   -30041.811        7.616   306.9
5.3650       -30034.192   -30041.988        7.796   314.1
5.3675       -30034.194   -30041.867        7.673   309.2
5.3700       -30034.200   -30042.049        7.848   316.2
5.3725       -30034.198   -30041.605        7.407   298.5
5.3750       -30034.203   -30042.236        8.034   323.7
5.3775       -30034.200   -30041.895        7.694   310.0
5.3800       -30034.204   -30041.979        7.775   313.3
5.3825       -30034.205   -30041.994        7.789   313.9
5.3850       -30034.208   -30042.215        8.007   322.6
5.3875       -30034.211   -30042.469        8.258   332.7
5.3900       -30034.212   -30042.111        7.900   318.3
5.3925       -30034.218   -30042.254        8.036   323.8
5.3950       -30034.219   -30041.744        7.525   303.2
5.3975       -30034.221   -30042.076        7.855   316.5
5.4000       -30034.223   -30041.941        7.718   311.0
5.4025       -30034.226   -30042.045        7.819   315.1
5.4050       -30034.226   -30041.980        7.755   312.5
5.4075       -30034.231   -30042.213        7.982   321.6
5.4100       -30034.234   -30042.258        8.023   323.3
5.4125       -30034.235   -30041.883        7.648   308.2
5.4150       -30034.233   -30041.672        7.439   299.7
5.4175       -30034.238   -30041.594        7.356   296.4
5.4200       -30034.235   -30041.709        7.473   301.1
5.4225       -30034.238   -30041.871        7.633   307.6
5.4250       -30034.237   -30041.836        7.599   306.2
5.4275       -30034.242   -30042.230        7.988   321.9
5.4300       -30034.243   -30042.238        7.995   322.2
5.4325       -30034.244   -30042.377        8.133   327.7
5.4350       -30034.247   -30041.969        7.722   311.1
5.4375       -30034.251   -30041.719        7.467   300.9
5.4400       -30034.251   -30041.678        7.427   299.3
5.4425       -30034.248   -30041.770        7.522   303.1
5.4450       -30034.253   -30041.693        7.441   299.8
5.4475       -30034.252   -30041.549        7.297   294.0
5.4500       -30034.251   -30041.783        7.532   303.5
5.4525       -30034.256   -30042.100        7.844   316.0
5.4550       -30034.256   -30041.885        7.629   307.4
5.4575       -30034.255   -30041.783        7.528   303.3
5.4600       -30034.258   -30041.963        7.705   310.5
5.4625       -30034.258   -30042.168        7.910   318.7
5.4650       -30034.261   -30041.836        7.575   305.2
5.4675       -30034.264   -30041.627        7.363   296.7
5.4700       -30034.264   -30041.850        7.586   305.6
5.4725       -30034.268   -30041.998        7.731   311.5
5.4750       -30034.266   -30041.877        7.611   306.7
5.4775       -30034.268   -30041.875        7.607   306.5
5.4800       -30034.269   -30041.977        7.707   310.5
5.4825       -30034.269   -30041.764        7.494   302.0
5.4850       -30034.272   -30041.414        7.142   287.8
5.4875       -30034.271   -30040.965        6.694   269.7
5.4900       -30034.269   -30041.098        6.829   275.2
5.4925       -30034.264   -30040.885        6.621   266.8
5.4950       -30034.262   -30041.311        7.049   284.0
5.4975       -30034.257   -30040.891        6.634   267.3
5.5000       -30034.255   -30041.230        6.976   281.1
5.5025       -30034.252   -30041.230        6.978   281.2
5.5050       -30034.254   -30041.459        7.205   290.3
5.5075       -30034.252   -30041.148        6.897   277.9
5.5100       -30034.250   -30041.268        7.017   282.8
5.5125       -30034.250   -30041.582        7.332   295.4
5.5150       -30034.250   -30041.723        7.473   301.1
5.5175       -30034.249   -30041.383        7.134   287.4
5.5200       -30034.250   -30041.617        7.367   296.9
5.5225       -30034.248   -30041.867        7.619   307.0
5.5250       -30034.250   -30041.492        7.242   291.8
5.5275       -30034.250   -30041.369        7.119   286.9
5.5300       -30034.249   -30041.465        7.215   290.7
5.5325       -30034.254   -30042.035        7.781   313.5
5.5350       -30034.251   -30041.514        7.263   292.7
5.5375       -30034.250   -30041.350        7.100   286.1
5.5400       -30034.248   -30041.479        7.231   291.4
5.5425       -30034.250   -30041.598        7.348   296.1
5.5450       -30034.250   -30041.291        7.041   283.7
5.5475       -30034.247   -30041.221        6.974   281.0
5.5500       -30034.245   -30041.543        7.298   294.1
5.5525       -30034.247   -30041.682        7.435   299.6
5.5550       -30034.244   -30041.379        7.135   287.5
5.5575       -30034.244   -30041.619        7.375   297.2
5.5600       -30034.243   -30041.711        7.468   300.9
5.5625       -30034.247   -30042.055        7.807   314.6
5.5650       -30034.248   -30041.779        7.532   303.5
5.5675       -30034.252   -30041.961        7.709   310.6
5.5700       -30034.252   -30042.209        7.957   320.6
5.5725       -30034.252   -30041.939        7.688   309.8
5.5750       -30034.257   -30042.201        7.945   320.1
5.5775       -30034.253   -30041.512        7.258   292.5
5.5800       -30034.260   -30042.000        7.740   311.9
5.5825       -30034.254   -30041.361        7.107   286.4
5.5850       -30034.256   -30041.678        7.422   299.0
5.5875       -30034.256   -30041.500        7.244   291.9
5.5900       -30034.255   -30041.393        7.137   287.6
5.5925       -30034.255   -30041.699        7.444   299.9
5.5950       -30034.252   -30041.172        6.920   278.8
5.5975       -30034.255   -30042.186        7.930   319.5
5.6000       -30034.252   -30041.566        7.314   294.7
5.6025       -30034.255   -30042.158        7.904   318.5
5.6050       -30034.255   -30041.766        7.511   302.6
5.6075       -30034.257   -30041.830        7.573   305.1
5.6100       -30034.257   -30041.887        7.629   307.4
5.6125       -30034.255   -30041.109        6.854   276.2
5.6150       -30034.257   -30041.760        7.502   302.3
5.6175       -30034.251   -30041.240        6.989   281.6
5.6200       -30034.255   -30042.088        7.833   315.6
5.6225       -30034.253   -30041.838        7.585   305.6
5.6250       -30034.261   -30042.094        7.833   315.6
5.6275       -30034.260   -30041.918        7.658   308.6
5.6300       -30034.260   -30041.541        7.281   293.4
5.6325       -30034.261   -30041.812        7.551   304.3
5.6350       -30034.259   -30041.449        7.190   289.7
5.6375       -30034.263   -30041.906        7.644   308.0
5.6400       -30034.264   -30041.979        7.715   310.8
5.6425       -30034.267   -30042.295        8.028   323.5
5.6450       -30034.269   -30042.039        7.770   313.1
5.6475       -30034.270   -30041.740        7.470   301.0
5.6500       -30034.272   -30041.938        7.666   308.9
5.6525       -30034.268   -30041.922        7.654   308.4
5.6550       -30034.275   -30042.197        7.922   319.2
5.6575       -30034.279   -30042.137        7.858   316.6
5.6600       -30034.281   -30042.383        8.102   326.5
5.6625       -30034.282   -30042.141        7.859   316.7
5.6650       -30034.286   -30042.059        7.772   313.2
5.6675       -30034.287   -30041.764        7.477   301.3
5.6700       -30034.287   -30041.934        7.646   308.1
5.6725       -30034.286   -30041.656        7.370   297.0
5.6750       -30034.286   -30041.961        7.675   309.2
5.6775       -30034.289   -30041.660        7.371   297.0
5.6800       -30034.290   -30041.840        7.549   304.2
5.6825       -30034.288   -30041.844        7.555   304.4
5.6850       -30034.293   -30041.928        7.634   307.6
5.6875       -30034.295   -30041.914        7.619   307.0
5.6900       -30034.293   -30041.625        7.332   295.4
5.6925       -30034.293   -30041.744        7.452   300.3
5.6950       -30034.293   -30041.947        7.654   308.4
5.6975       -30034.295   -30041.691        7.396   298.0
5.7000       -30034.295   -30041.668        7.373   297.1
5.7025       -30034.292   -30041.543        7.251   292.2
5.7050       -30034.294   -30041.758        7.464   300.8
5.7075       -30034.291   -30041.449        7.158   288.4
5.7100       -30034.292   -30041.588        7.296   294.0
5.7125       -30034.289   -30041.832        7.543   303.9
5.7150       -30034.292   -30041.988        7.697   310.1
5.7175       -30034.293   -30041.773        7.481   301.4
5.7200       -30034.288   -30041.379        7.091   285.7
5.7225       -30034.290   -30041.770        7.479   301.4
5.7250       -30034.291   -30041.594        7.302   294.2
5.7275       -30034.290   -30041.576        7.286   293.6
5.7300       -30034.288   -30041.381        7.092   285.8
5.7325       -30034.291   -30041.623        7.333   295.5
5.7350       -30034.287   -30041.758        7.471   301.0
5.7375       -30034.289   -30041.408        7.119   286.8
5.7400       -30034.288   -30041.512        7.224   291.1
5.7425       -30034.287   -30041.768        7.481   301.4
5.7450       -30034.287   -30041.764        7.477   301.3
5.7475       -30034.286   -30041.539        7.253   292.3
5.7500       -30034.287   -30041.570        7.283   293.5
5.7525       -30034.283   -30041.580        7.297   294.0
5.7550       -30034.283   -30041.574        7.292   293.8
5.7575       -30034.281   -30041.145        6.863   276.5
5.7600       -30034.281   -30041.756        7.475   301.2
5.7625       -30034.277   -30041.410        7.133   287.4
5.7650       -30034.282   -30041.699        7.418   298.9
5.7675       -30034.276   -30041.055        6.779   273.1
5.7700       -30034.279   -30041.551        7.272   293.0
5.7725       -30034.274   -30041.291        7.017   282.7
5.7750       -30034.275   -30040.967        6.692   269.6
5.7775       -30034.271   -30041.129        6.858   276.3
5.7800       -30034.263   -30041.002        6.739   271.5
5.7825       -30034.268   -30041.812        7.545   304.0
5.7850       -30034.262   -30040.879        6.617   266.6
5.7875       -30034.265   -30041.605        7.341   295.8
5.7900       -30034.258   -30041.018        6.760   272.4
5.7925       -30034.259   -30041.490        7.232   291.4
5.7950       -30034.250   -30040.764        6.513   262.4
5.7975       -30034.252   -30041.303        7.051   284.1
5.8000       -30034.249   -30041.674        7.424   299.2
5.8025       -30034.253   -30041.846        7.592   305.9
5.8050       -30034.255   -30041.812        7.557   304.5
5.8075       -30034.250   -30041.500        7.250   292.1
5.8100       -30034.257   -30041.961        7.704   310.4
5.8125       -30034.254   -30041.648        7.395   298.0
5.8150       -30034.256   -30041.980        7.724   311.2
5.8175       -30034.255   -30041.715        7.460   300.6
5.8200       -30034.262   -30042.217        7.955   320.5
5.8225       -30034.259   -30041.902        7.644   308.0
5.8250       -30034.263   -30041.896        7.634   307.6
5.8275       -30034.260   -30041.738        7.478   301.3
5.8300       -30034.263   -30041.779        7.517   302.9
5.8325       -30034.264   -30041.730        7.467   300.9
5.8350       -30034.267   -30041.754        7.487   301.7
5.8375       -30034.266   -30041.947        7.681   309.5
5.8400       -30034.269   -30041.963        7.694   310.0
5.8425       -30034.271   -30042.035        7.764   312.8
